line_id,count,target,shift
Floor-3-BatteryPack-Line1,586,600,B
Floor-3-BatteryPack-Line1,575,600,C
Floor-3-BatteryPack-Line2,582,650,A
Floor-3-BatteryPack-Line2,573,650,B
Floor-3-BatteryPack-Line2,536,650,C
Floor-3-InverterAssy-Line3,1000,1100,A
Floor-3-InverterAssy-Line3,1071,1100,B
Floor-3-InverterAssy-Line3,1006,1100,C
Floor-4-PaintInspection-Line1,1123,1200,A
Floor-4-PaintInspection-Line1,1071,1200,B
Floor-4-PaintInspection-Line1,1127,1200,C
Floor-4-FinalAssembly-Line2,904,950,A
Floor-4-FinalAssembly-Line2,868,950,B
Floor-4-FinalAssembly-Line2,801,950,C
Floor-4-Packaging-Line3,1849,2200,A
Floor-4-Packaging-Line3,2082,2200,B
Floor-4-Packaging-Line3,1924,2200,C
Floor-1-PressShop-Line1,1437,1500,A
Floor-1-PressShop-Line1,1468,1500,B
Floor-1-PressShop-Line1,1370,1500,C
Floor-1-PressShop-Line2,1157,1400,A
Floor-1-PressShop-Line2,1318,1400,B
Floor-1-PressShop-Line2,1197,1400,C
Floor-2-RoboticWeld-Line1,778,850,A
Floor-2-RoboticWeld-Line1,724,850,B
Floor-2-RoboticWeld-Line1,805,850,C
Floor-2-RoboticWeld-Line2,830,900,A
Floor-2-RoboticWeld-Line2,740,900,B
Floor-2-RoboticWeld-Line2,856,900,C
Floor-3-BatteryPack-Line1,523,600,A
Floor-3-BatteryPack-Line1,494,600,B
Floor-3-BatteryPack-Line1,531,600,C
Floor-3-BatteryPack-Line2,564,650,A
Floor-3-BatteryPack-Line2,555,650,B
Floor-3-BatteryPack-Line2,621,650,C
Floor-3-InverterAssy-Line3,1055,1100,A
Floor-3-InverterAssy-Line3,1002,1100,B
Floor-3-InverterAssy-Line3,923,1100,C
Floor-4-PaintInspection-Line1,1024,1200,A
Floor-4-PaintInspection-Line1,1127,1200,B
Floor-4-PaintInspection-Line1,1004,1200,C
Floor-4-FinalAssembly-Line2,796,950,A
Floor-4-FinalAssembly-Line2,836,950,B
Floor-4-FinalAssembly-Line2,893,950,C
Floor-4-Packaging-Line3,1948,2200,A
Floor-4-Packaging-Line3,1974,2200,B
Floor-4-Packaging-Line3,2036,2200,C
Floor-1-PressShop-Line1,1232,1500,A
Floor-1-PressShop-Line1,1240,1500,B
Floor-1-PressShop-Line1,1352,1500,C
Floor-1-PressShop-Line2,1171,1400,A
Floor-1-PressShop-Line2,1185,1400,B
Floor-1-PressShop-Line2,1170,1400,C
Floor-2-RoboticWeld-Line1,741,850,A
Floor-2-RoboticWeld-Line1,773,850,B
Floor-2-RoboticWeld-Line1,826,850,C
Floor-2-RoboticWeld-Line2,826,900,A
Floor-2-RoboticWeld-Line2,879,900,B
Floor-2-RoboticWeld-Line2,812,900,C
Floor-3-BatteryPack-Line1,545,600,A
Floor-3-BatteryPack-Line1,554,600,B
Floor-3-BatteryPack-Line1,528,600,C
Floor-3-BatteryPack-Line2,603,650,A
Floor-3-BatteryPack-Line2,566,650,B
Floor-3-BatteryPack-Line2,559,650,C
Floor-3-InverterAssy-Line3,923,1100,A
Floor-3-InverterAssy-Line3,1009,1100,B
Floor-3-InverterAssy-Line3,970,1100,C
Floor-4-PaintInspection-Line1,1056,1200,A
Floor-4-PaintInspection-Line1,1096,1200,B
Floor-4-PaintInspection-Line1,1048,1200,C
Floor-4-FinalAssembly-Line2,816,950,A
Floor-4-FinalAssembly-Line2,907,950,B
Floor-4-FinalAssembly-Line2,823,950,C
Floor-4-Packaging-Line3,2051,2200,A
Floor-4-Packaging-Line3,1949,2200,B
Floor-4-Packaging-Line3,2030,2200,C
Floor-1-PressShop-Line1,1241,1500,A
Floor-1-PressShop-Line1,1262,1500,B
Floor-1-PressShop-Line1,1361,1500,C
Floor-1-PressShop-Line2,1311,1400,A
Floor-1-PressShop-Line2,1350,1400,B
Floor-1-PressShop-Line2,1184,1400,C
Floor-2-RoboticWeld-Line1,707,850,A
Floor-2-RoboticWeld-Line1,769,850,B
Floor-2-RoboticWeld-Line1,758,850,C
Floor-2-RoboticWeld-Line2,800,900,A
Floor-2-RoboticWeld-Line2,842,900,B
Floor-2-RoboticWeld-Line2,752,900,C
Floor-3-BatteryPack-Line1,569,600,A
Floor-3-BatteryPack-Line1,551,600,B
Floor-3-BatteryPack-Line1,516,600,C
Floor-3-BatteryPack-Line2,534,650,A
Floor-3-BatteryPack-Line2,626,650,B
Floor-3-BatteryPack-Line2,624,650,C
Floor-3-InverterAssy-Line3,1022,1100,A
Floor-3-InverterAssy-Line3,1061,1100,B
Floor-3-InverterAssy-Line3,1037,1100,C
Floor-4-PaintInspection-Line1,1171,1200,A
Floor-4-PaintInspection-Line1,1001,1200,B
Floor-4-PaintInspection-Line1,1009,1200,C
Floor-4-FinalAssembly-Line2,868,950,A
Floor-4-FinalAssembly-Line2,895,950,B
Floor-4-FinalAssembly-Line2,812,950,C
Floor-4-Packaging-Line3,2108,2200,A
Floor-4-Packaging-Line3,2096,2200,B
Floor-4-Packaging-Line3,1831,2200,C
Floor-1-PressShop-Line1,1430,1500,A
Floor-1-PressShop-Line1,1264,1500,B
Floor-1-PressShop-Line1,1439,1500,C
Floor-1-PressShop-Line2,1326,1400,A
Floor-1-PressShop-Line2,1365,1400,B
Floor-1-PressShop-Line2,1324,1400,C
Floor-2-RoboticWeld-Line1,735,850,A
Floor-2-RoboticWeld-Line1,777,850,B
Floor-2-RoboticWeld-Line1,778,850,C
Floor-2-RoboticWeld-Line2,751,900,A
Floor-2-RoboticWeld-Line2,859,900,B
Floor-2-RoboticWeld-Line2,852,900,C
Floor-3-BatteryPack-Line1,540,600,A
Floor-3-BatteryPack-Line1,560,600,B
Floor-3-BatteryPack-Line1,569,600,C
Floor-3-BatteryPack-Line2,602,650,A
Floor-3-BatteryPack-Line2,551,650,B
Floor-3-BatteryPack-Line2,585,650,C
Floor-3-InverterAssy-Line3,990,1100,A
Floor-3-InverterAssy-Line3,914,1100,B
Floor-3-InverterAssy-Line3,997,1100,C
Floor-4-PaintInspection-Line1,1157,1200,A
Floor-4-PaintInspection-Line1,1162,1200,B
Floor-4-PaintInspection-Line1,1169,1200,C
Floor-4-FinalAssembly-Line2,907,950,A
Floor-4-FinalAssembly-Line2,820,950,B
Floor-4-FinalAssembly-Line2,858,950,C
Floor-4-Packaging-Line3,2126,2200,A
Floor-4-Packaging-Line3,1814,2200,B
Floor-4-Packaging-Line3,2027,2200,C
Floor-1-PressShop-Line1,1429,1500,A
Floor-1-PressShop-Line1,1280,1500,B
Floor-1-PressShop-Line1,1255,1500,C
Floor-1-PressShop-Line2,1161,1400,A
Floor-1-PressShop-Line2,1240,1400,B
Floor-1-PressShop-Line2,1233,1400,C
Floor-2-RoboticWeld-Line1,802,850,A
Floor-2-RoboticWeld-Line1,814,850,B
Floor-2-RoboticWeld-Line1,803,850,C
Floor-2-RoboticWeld-Line2,854,900,A
Floor-2-RoboticWeld-Line2,740,900,B
Floor-2-RoboticWeld-Line2,749,900,C
Floor-3-BatteryPack-Line1,510,600,A
Floor-3-BatteryPack-Line1,553,600,B
Floor-3-BatteryPack-Line1,547,600,C
Floor-3-BatteryPack-Line2,565,650,A
Floor-3-BatteryPack-Line2,629,650,B
Floor-3-BatteryPack-Line2,577,650,C
Floor-3-InverterAssy-Line3,921,1100,A
Floor-3-InverterAssy-Line3,912,1100,B
Floor-3-InverterAssy-Line3,932,1100,C
Floor-4-PaintInspection-Line1,1173,1200,A
Floor-4-PaintInspection-Line1,1128,1200,B
Floor-4-PaintInspection-Line1,1042,1200,C
Floor-4-FinalAssembly-Line2,836,950,A
Floor-4-FinalAssembly-Line2,894,950,B
Floor-4-FinalAssembly-Line2,883,950,C
Floor-4-Packaging-Line3,1903,2200,A
Floor-4-Packaging-Line3,1897,2200,B
Floor-4-Packaging-Line3,2090,2200,C
Floor-1-PressShop-Line1,1284,1500,A
Floor-1-PressShop-Line1,1325,1500,B
Floor-1-PressShop-Line1,1354,1500,C
Floor-1-PressShop-Line2,1272,1400,A
Floor-1-PressShop-Line2,1340,1400,B
Floor-1-PressShop-Line2,1210,1400,C
Floor-2-RoboticWeld-Line1,722,850,A
Floor-2-RoboticWeld-Line1,790,850,B
Floor-2-RoboticWeld-Line1,720,850,C
Floor-2-RoboticWeld-Line2,876,900,A
Floor-2-RoboticWeld-Line2,786,900,B
Floor-2-RoboticWeld-Line2,875,900,C
Floor-3-BatteryPack-Line1,505,600,A
Floor-3-BatteryPack-Line1,496,600,B
Floor-3-BatteryPack-Line1,511,600,C
Floor-3-BatteryPack-Line2,614,650,A
Floor-3-BatteryPack-Line2,586,650,B
Floor-3-BatteryPack-Line2,592,650,C
Floor-3-InverterAssy-Line3,904,1100,A
Floor-3-InverterAssy-Line3,1050,1100,B
Floor-3-InverterAssy-Line3,1072,1100,C
Floor-4-PaintInspection-Line1,1048,1200,A
Floor-4-PaintInspection-Line1,993,1200,B
Floor-4-PaintInspection-Line1,1173,1200,C
Floor-4-FinalAssembly-Line2,915,950,A
Floor-4-FinalAssembly-Line2,794,950,B
Floor-4-FinalAssembly-Line2,929,950,C
Floor-4-Packaging-Line3,2115,2200,A
Floor-4-Packaging-Line3,1962,2200,B
Floor-4-Packaging-Line3,2007,2200,C
Floor-1-PressShop-Line1,1356,1500,A
Floor-1-PressShop-Line1,1277,1500,B
Floor-1-PressShop-Line1,1356,1500,C
Floor-1-PressShop-Line2,1210,1400,A
Floor-1-PressShop-Line2,1334,1400,B
Floor-1-PressShop-Line2,1309,1400,C
Floor-2-RoboticWeld-Line1,698,850,A
Floor-2-RoboticWeld-Line1,761,850,B
Floor-2-RoboticWeld-Line1,712,850,C
Floor-2-RoboticWeld-Line2,742,900,A
Floor-2-RoboticWeld-Line2,875,900,B
Floor-2-RoboticWeld-Line2,752,900,C
Floor-3-BatteryPack-Line1,553,600,A
Floor-3-BatteryPack-Line1,497,600,B
Floor-3-BatteryPack-Line1,566,600,C
Floor-3-BatteryPack-Line2,572,650,A
Floor-3-BatteryPack-Line2,624,650,B
Floor-3-BatteryPack-Line2,630,650,C
Floor-3-InverterAssy-Line3,908,1100,A
Floor-3-InverterAssy-Line3,917,1100,B
Floor-3-InverterAssy-Line3,1050,1100,C
Floor-4-PaintInspection-Line1,1138,1200,A
Floor-4-PaintInspection-Line1,1133,1200,B
Floor-4-PaintInspection-Line1,1131,1200,C
Floor-4-FinalAssembly-Line2,800,950,A
Floor-4-FinalAssembly-Line2,866,950,B
Floor-4-FinalAssembly-Line2,821,950,C
Floor-4-Packaging-Line3,2054,2200,A
Floor-4-Packaging-Line3,1866,2200,B
Floor-4-Packaging-Line3,2127,2200,C
Floor-1-PressShop-Line1,1403,1500,A
Floor-1-PressShop-Line1,1274,1500,B
Floor-1-PressShop-Line1,1440,1500,C
Floor-1-PressShop-Line2,1177,1400,A
Floor-1-PressShop-Line2,1239,1400,B
Floor-1-PressShop-Line2,1298,1400,C
Floor-2-RoboticWeld-Line1,747,850,A
Floor-2-RoboticWeld-Line1,795,850,B
Floor-2-RoboticWeld-Line1,808,850,C
Floor-2-RoboticWeld-Line2,787,900,A
Floor-2-RoboticWeld-Line2,785,900,B
Floor-2-RoboticWeld-Line2,795,900,C
Floor-3-BatteryPack-Line1,567,600,A
Floor-3-BatteryPack-Line1,520,600,B
Floor-3-BatteryPack-Line1,498,600,C
Floor-3-BatteryPack-Line2,550,650,A
Floor-3-BatteryPack-Line2,591,650,B
Floor-3-BatteryPack-Line2,590,650,C
Floor-3-InverterAssy-Line3,1061,1100,A
Floor-3-InverterAssy-Line3,1069,1100,B
Floor-3-InverterAssy-Line3,994,1100,C
Floor-4-PaintInspection-Line1,1122,1200,A
Floor-4-PaintInspection-Line1,1096,1200,B
Floor-4-PaintInspection-Line1,1078,1200,C
Floor-4-FinalAssembly-Line2,843,950,A
Floor-4-FinalAssembly-Line2,849,950,B
Floor-4-FinalAssembly-Line2,914,950,C
Floor-4-Packaging-Line3,1906,2200,A
Floor-4-Packaging-Line3,1968,2200,B
Floor-4-Packaging-Line3,1907,2200,C
Floor-1-PressShop-Line1,1356,1500,A
Floor-1-PressShop-Line1,1259,1500,B
Floor-1-PressShop-Line1,1304,1500,C
Floor-1-PressShop-Line2,1212,1400,A
Floor-1-PressShop-Line2,1234,1400,B
Floor-1-PressShop-Line2,1168,1400,C
Floor-2-RoboticWeld-Line1,796,850,A
Floor-2-RoboticWeld-Line1,747,850,B
Floor-2-RoboticWeld-Line1,832,850,C
Floor-2-RoboticWeld-Line2,854,900,A
Floor-2-RoboticWeld-Line2,760,900,B
Floor-2-RoboticWeld-Line2,854,900,C
Floor-3-BatteryPack-Line1,561,600,A
Floor-3-BatteryPack-Line1,581,600,B
Floor-3-BatteryPack-Line1,495,600,C
Floor-3-BatteryPack-Line2,563,650,A
Floor-3-BatteryPack-Line2,575,650,B
Floor-3-BatteryPack-Line2,557,650,C
Floor-3-InverterAssy-Line3,1007,1100,A
Floor-3-InverterAssy-Line3,958,1100,B
Floor-3-InverterAssy-Line3,950,1100,C
Floor-4-PaintInspection-Line1,1020,1200,A
Floor-4-PaintInspection-Line1,1011,1200,B
Floor-4-PaintInspection-Line1,1032,1200,C
Floor-4-FinalAssembly-Line2,896,950,A
Floor-4-FinalAssembly-Line2,897,950,B
Floor-4-FinalAssembly-Line2,822,950,C
Floor-4-Packaging-Line3,1954,2200,A
Floor-4-Packaging-Line3,2117,2200,B
Floor-4-Packaging-Line3,1980,2200,C
Floor-1-PressShop-Line1,1429,1500,A
Floor-1-PressShop-Line1,1385,1500,B
Floor-1-PressShop-Line1,1446,1500,C
Floor-1-PressShop-Line2,1338,1400,A
Floor-1-PressShop-Line2,1342,1400,B
Floor-1-PressShop-Line2,1234,1400,C
Floor-2-RoboticWeld-Line1,743,850,A
Floor-2-RoboticWeld-Line1,699,850,B
Floor-2-RoboticWeld-Line1,704,850,C
Floor-2-RoboticWeld-Line2,764,900,A
Floor-2-RoboticWeld-Line2,825,900,B
Floor-2-RoboticWeld-Line2,787,900,C
Floor-3-BatteryPack-Line1,570,600,A
Floor-3-BatteryPack-Line1,585,600,B
Floor-3-BatteryPack-Line1,561,600,C
Floor-3-BatteryPack-Line2,597,650,A
Floor-3-BatteryPack-Line2,538,650,B
Floor-3-BatteryPack-Line2,598,650,C
Floor-3-InverterAssy-Line3,912,1100,A
Floor-3-InverterAssy-Line3,1011,1100,B
Floor-3-InverterAssy-Line3,980,1100,C
Floor-4-PaintInspection-Line1,1161,1200,A
Floor-4-PaintInspection-Line1,1021,1200,B
Floor-4-PaintInspection-Line1,1103,1200,C
Floor-4-FinalAssembly-Line2,796,950,A
Floor-4-FinalAssembly-Line2,851,950,B
Floor-4-FinalAssembly-Line2,825,950,C
Floor-4-Packaging-Line3,1845,2200,A
Floor-4-Packaging-Line3,2155,2200,B
Floor-4-Packaging-Line3,2102,2200,C
Floor-1-PressShop-Line1,1425,1500,A
Floor-1-PressShop-Line1,1422,1500,B
Floor-1-PressShop-Line1,1304,1500,C
Floor-1-PressShop-Line2,1272,1400,A
Floor-1-PressShop-Line2,1211,1400,B
Floor-1-PressShop-Line2,1369,1400,C
Floor-2-RoboticWeld-Line1,739,850,A
Floor-2-RoboticWeld-Line1,701,850,B
Floor-2-RoboticWeld-Line1,712,850,C
Floor-2-RoboticWeld-Line2,835,900,A
Floor-2-RoboticWeld-Line2,778,900,B
Floor-2-RoboticWeld-Line2,743,900,C
Floor-3-BatteryPack-Line1,573,600,A
Floor-3-BatteryPack-Line1,497,600,B
Floor-3-BatteryPack-Line1,493,600,C
Floor-3-BatteryPack-Line2,581,650,A
Floor-3-BatteryPack-Line2,572,650,B
Floor-3-BatteryPack-Line2,560,650,C
Floor-3-InverterAssy-Line3,927,1100,A
Floor-3-InverterAssy-Line3,975,1100,B
Floor-3-InverterAssy-Line3,1019,1100,C
Floor-4-PaintInspection-Line1,1116,1200,A
Floor-4-PaintInspection-Line1,1095,1200,B
Floor-4-PaintInspection-Line1,1125,1200,C
Floor-4-FinalAssembly-Line2,909,950,A
Floor-4-FinalAssembly-Line2,850,950,B
Floor-4-FinalAssembly-Line2,862,950,C
Floor-4-Packaging-Line3,1952,2200,A
Floor-4-Packaging-Line3,2113,2200,B
Floor-4-Packaging-Line3,2091,2200,C
Floor-1-PressShop-Line1,1283,1500,A
Floor-1-PressShop-Line1,1266,1500,B
Floor-1-PressShop-Line1,1300,1500,C
Floor-1-PressShop-Line2,1243,1400,A
Floor-1-PressShop-Line2,1217,1400,B
Floor-1-PressShop-Line2,1218,1400,C
Floor-2-RoboticWeld-Line1,703,850,A
Floor-2-RoboticWeld-Line1,707,850,B
Floor-2-RoboticWeld-Line1,752,850,C
Floor-2-RoboticWeld-Line2,754,900,A
Floor-2-RoboticWeld-Line2,867,900,B
Floor-2-RoboticWeld-Line2,845,900,C
Floor-3-BatteryPack-Line1,535,600,A
Floor-3-BatteryPack-Line1,504,600,B
Floor-3-BatteryPack-Line1,575,600,C
Floor-3-BatteryPack-Line2,614,650,A
Floor-3-BatteryPack-Line2,625,650,B
Floor-3-BatteryPack-Line2,604,650,C
Floor-3-InverterAssy-Line3,1011,1100,A
Floor-3-InverterAssy-Line3,933,1100,B
Floor-3-InverterAssy-Line3,1071,1100,C
Floor-4-PaintInspection-Line1,997,1200,A
Floor-4-PaintInspection-Line1,1008,1200,B
Floor-4-PaintInspection-Line1,1137,1200,C
Floor-4-FinalAssembly-Line2,921,950,A
Floor-4-FinalAssembly-Line2,917,950,B
Floor-4-FinalAssembly-Line2,787,950,C
Floor-4-Packaging-Line3,2097,2200,A
Floor-4-Packaging-Line3,2061,2200,B
Floor-4-Packaging-Line3,2077,2200,C
Floor-1-PressShop-Line1,1338,1500,A
Floor-1-PressShop-Line1,1332,1500,B
Floor-1-PressShop-Line1,1352,1500,C
Floor-1-PressShop-Line2,1291,1400,A
Floor-1-PressShop-Line2,1236,1400,B
Floor-1-PressShop-Line2,1264,1400,C
Floor-2-RoboticWeld-Line1,790,850,A
Floor-2-RoboticWeld-Line1,726,850,B
Floor-2-RoboticWeld-Line1,724,850,C
Floor-2-RoboticWeld-Line2,811,900,A
Floor-2-RoboticWeld-Line2,740,900,B
Floor-2-RoboticWeld-Line2,744,900,C
Floor-3-BatteryPack-Line1,496,600,A
Floor-3-BatteryPack-Line1,513,600,B
Floor-3-BatteryPack-Line1,557,600,C
Floor-3-BatteryPack-Line2,554,650,A
Floor-3-BatteryPack-Line2,541,650,B
Floor-3-BatteryPack-Line2,579,650,C
Floor-3-InverterAssy-Line3,991,1100,A
Floor-3-InverterAssy-Line3,1066,1100,B
Floor-3-InverterAssy-Line3,925,1100,C
Floor-4-PaintInspection-Line1,1109,1200,A
Floor-4-PaintInspection-Line1,1101,1200,B
Floor-4-PaintInspection-Line1,1103,1200,C
Floor-4-FinalAssembly-Line2,894,950,A
Floor-4-FinalAssembly-Line2,802,950,B
Floor-4-FinalAssembly-Line2,919,950,C
Floor-4-Packaging-Line3,1980,2200,A
Floor-4-Packaging-Line3,2016,2200,B
Floor-4-Packaging-Line3,2041,2200,C
Floor-1-PressShop-Line1,1358,1500,A
Floor-1-PressShop-Line1,1389,1500,B
Floor-1-PressShop-Line1,1265,1500,C
Floor-1-PressShop-Line2,1205,1400,A
Floor-1-PressShop-Line2,1198,1400,B
Floor-1-PressShop-Line2,1217,1400,C
Floor-2-RoboticWeld-Line1,728,850,A
Floor-2-RoboticWeld-Line1,748,850,B
Floor-2-RoboticWeld-Line1,787,850,C
Floor-2-RoboticWeld-Line2,784,900,A
Floor-2-RoboticWeld-Line2,850,900,B
Floor-2-RoboticWeld-Line2,809,900,C
Floor-3-BatteryPack-Line1,510,600,A
Floor-3-BatteryPack-Line1,517,600,B
Floor-3-BatteryPack-Line1,557,600,C
Floor-3-BatteryPack-Line2,593,650,A
Floor-3-BatteryPack-Line2,549,650,B
Floor-3-BatteryPack-Line2,569,650,C
Floor-3-InverterAssy-Line3,1013,1100,A
Floor-3-InverterAssy-Line3,1055,1100,B
Floor-3-InverterAssy-Line3,1037,1100,C
Floor-4-PaintInspection-Line1,1139,1200,A
Floor-4-PaintInspection-Line1,1160,1200,B
Floor-4-PaintInspection-Line1,1102,1200,C
Floor-4-FinalAssembly-Line2,810,950,A
Floor-4-FinalAssembly-Line2,877,950,B
Floor-4-FinalAssembly-Line2,866,950,C
Floor-4-Packaging-Line3,1829,2200,A
Floor-4-Packaging-Line3,1948,2200,B
Floor-4-Packaging-Line3,2106,2200,C
Floor-1-PressShop-Line1,1372,1500,A
Floor-1-PressShop-Line1,1444,1500,B
Floor-1-PressShop-Line1,1426,1500,C
Floor-1-PressShop-Line2,1295,1400,A
Floor-1-PressShop-Line2,1340,1400,B
Floor-1-PressShop-Line2,1194,1400,C
Floor-2-RoboticWeld-Line1,744,850,A
Floor-2-RoboticWeld-Line1,725,850,B
Floor-2-RoboticWeld-Line1,735,850,C
Floor-2-RoboticWeld-Line2,813,900,A
Floor-2-RoboticWeld-Line2,738,900,B
Floor-2-RoboticWeld-Line2,854,900,C
Floor-3-BatteryPack-Line1,529,600,A
Floor-3-BatteryPack-Line1,505,600,B
Floor-3-BatteryPack-Line1,524,600,C
Floor-3-BatteryPack-Line2,636,650,A
Floor-3-BatteryPack-Line2,606,650,B
Floor-3-BatteryPack-Line2,545,650,C
Floor-3-InverterAssy-Line3,1075,1100,A
Floor-3-InverterAssy-Line3,975,1100,B
Floor-3-InverterAssy-Line3,985,1100,C
Floor-4-PaintInspection-Line1,1170,1200,A
Floor-4-PaintInspection-Line1,1038,1200,B
Floor-4-PaintInspection-Line1,1013,1200,C
Floor-4-FinalAssembly-Line2,801,950,A
Floor-4-FinalAssembly-Line2,887,950,B
Floor-4-FinalAssembly-Line2,893,950,C
Floor-4-Packaging-Line3,1875,2200,A
Floor-4-Packaging-Line3,2063,2200,B
Floor-4-Packaging-Line3,1998,2200,C
Floor-1-PressShop-Line1,1246,1500,A
Floor-1-PressShop-Line1,1355,1500,B
Floor-1-PressShop-Line1,1347,1500,C
Floor-1-PressShop-Line2,1157,1400,A
Floor-1-PressShop-Line2,1237,1400,B
Floor-1-PressShop-Line2,1353,1400,C
Floor-2-RoboticWeld-Line1,775,850,A
Floor-2-RoboticWeld-Line1,827,850,B
Floor-2-RoboticWeld-Line1,805,850,C
Floor-2-RoboticWeld-Line2,832,900,A
Floor-2-RoboticWeld-Line2,794,900,B
Floor-2-RoboticWeld-Line2,864,900,C
Floor-3-BatteryPack-Line1,563,600,A
Floor-3-BatteryPack-Line1,498,600,B
Floor-3-BatteryPack-Line1,492,600,C
Floor-3-BatteryPack-Line2,543,650,A
Floor-3-BatteryPack-Line2,608,650,B
Floor-3-BatteryPack-Line2,610,650,C
Floor-3-InverterAssy-Line3,1066,1100,A
Floor-3-InverterAssy-Line3,984,1100,B
Floor-3-InverterAssy-Line3,981,1100,C
Floor-4-PaintInspection-Line1,998,1200,A
Floor-4-PaintInspection-Line1,1083,1200,B
Floor-4-PaintInspection-Line1,1041,1200,C
Floor-4-FinalAssembly-Line2,890,950,A
Floor-4-FinalAssembly-Line2,869,950,B
Floor-4-FinalAssembly-Line2,817,950,C
Floor-4-Packaging-Line3,2017,2200,A
Floor-4-Packaging-Line3,2053,2200,B
Floor-4-Packaging-Line3,1951,2200,C
Floor-1-PressShop-Line1,1452,1500,A
Floor-1-PressShop-Line1,1454,1500,B
Floor-1-PressShop-Line1,1367,1500,C
Floor-1-PressShop-Line2,1195,1400,A
Floor-1-PressShop-Line2,1258,1400,B
Floor-1-PressShop-Line2,1150,1400,C
Floor-2-RoboticWeld-Line1,791,850,A
Floor-2-RoboticWeld-Line1,708,850,B
Floor-2-RoboticWeld-Line1,729,850,C
Floor-2-RoboticWeld-Line2,855,900,A
Floor-2-RoboticWeld-Line2,740,900,B
Floor-2-RoboticWeld-Line2,834,900,C
Floor-3-BatteryPack-Line1,518,600,A
Floor-3-BatteryPack-Line1,540,600,B
Floor-3-BatteryPack-Line1,530,600,C
Floor-3-BatteryPack-Line2,610,650,A
Floor-3-BatteryPack-Line2,635,650,B
Floor-3-BatteryPack-Line2,635,650,C
Floor-3-InverterAssy-Line3,991,1100,A
Floor-3-InverterAssy-Line3,1073,1100,B
Floor-3-InverterAssy-Line3,927,1100,C
Floor-4-PaintInspection-Line1,1015,1200,A
Floor-4-PaintInspection-Line1,1016,1200,B
Floor-4-PaintInspection-Line1,1076,1200,C
Floor-4-FinalAssembly-Line2,812,950,A
Floor-4-FinalAssembly-Line2,866,950,B
Floor-4-FinalAssembly-Line2,821,950,C
Floor-4-Packaging-Line3,2070,2200,A
Floor-4-Packaging-Line3,2012,2200,B
Floor-4-Packaging-Line3,1887,2200,C
Floor-1-PressShop-Line1,1375,1500,A
Floor-1-PressShop-Line1,1306,1500,B
Floor-1-PressShop-Line1,1285,1500,C
Floor-1-PressShop-Line2,1277,1400,A
Floor-1-PressShop-Line2,1175,1400,B
Floor-1-PressShop-Line2,1365,1400,C
Floor-2-RoboticWeld-Line1,750,850,A
Floor-2-RoboticWeld-Line1,729,850,B
Floor-2-RoboticWeld-Line1,730,850,C
Floor-2-RoboticWeld-Line2,793,900,A
Floor-2-RoboticWeld-Line2,754,900,B
Floor-2-RoboticWeld-Line2,809,900,C
Floor-3-BatteryPack-Line1,505,600,A
Floor-3-BatteryPack-Line1,576,600,B
Floor-3-BatteryPack-Line1,560,600,C
Floor-3-BatteryPack-Line2,587,650,A
Floor-3-BatteryPack-Line2,628,650,B
Floor-3-BatteryPack-Line2,603,650,C
Floor-3-InverterAssy-Line3,1015,1100,A
Floor-3-InverterAssy-Line3,987,1100,B
Floor-3-InverterAssy-Line3,912,1100,C
